"Date","State","Temperature","CO","NO2","SO2","Pressure"
"2013-09-21","Ohio",18.46,0.27,10.54,0.52,980.02
"2013-09-22","Ohio",14.19,0.23,6.05,0.53,985.3
"2013-09-23","Ohio",13.07,0.33,10.53,0.68,989.21
"2013-09-24","Ohio",13.73,0.38,14.95,1.07,987.33
"2013-09-25","Ohio",16.23,0.46,18.86,1.83,983.83
"2013-09-26","Ohio",17.41,0.49,20.03,1.08,987.21
"2013-09-27","Ohio",17.32,0.44,18.42,1.01,990.98
"2013-09-28","Ohio",17.81,0.3,16.01,1.14,991.17
"2013-09-29","Ohio",16.94,0.37,12.41,1.97,988.31
"2013-09-30","Ohio",18.21,0.37,15.09,0.89,987.36
"2013-10-01","Ohio",19.57,0.4,19.89,1.34,988.58
"2013-10-02","Ohio",20.46,0.42,22.47,1.79,989.55
"2013-10-03","Ohio",21.27,0.43,22.01,1.23,988.83
"2013-10-04","Ohio",22.25,0.4,15.51,1.27,989.08
"2013-10-05","Ohio",21.71,0.31,13.37,1.85,987.63
"2013-10-06","Ohio",21.09,0.26,7.77,0.91,981.23
"2013-10-07","Ohio",12.83,0.29,8.63,0.61,985.99
"2013-10-08","Ohio",12.93,0.45,12.51,0.69,993.87
"2013-10-09","Ohio",14.13,0.36,15.43,0.87,993.2
"2013-10-10","Ohio",15.2,0.47,22.93,1.47,991.12
"2013-10-11","Ohio",16.57,0.59,23.21,1.35,988.61
"2013-10-12","Ohio",18.21,0.39,15.21,1.61,989.67
"2013-10-13","Ohio",18.29,0.35,8.98,0.93,994.46
"2013-10-14","Ohio",15.97,0.32,11.41,0.92,995.12
"2013-10-15","Ohio",16.86,0.4,11.29,1.17,988.33
"2013-10-16","Ohio",16.49,0.32,9.53,0.73,984.58
"2013-10-17","Ohio",11.48,0.37,12.38,0.73,984.09
"2013-10-18","Ohio",11.73,0.34,13.35,0.95,986.25
"2013-10-19","Ohio",8.18,0.26,10.09,0.88,983.73
"2013-10-20","Ohio",9.7,0.24,6.94,1.28,986.94
"2013-10-21","Ohio",12.17,0.27,10.23,2.06,985.48
"2013-10-22","Ohio",7.86,0.3,9.96,0.88,984.81
"2013-10-23","Ohio",5.07,0.3,11.14,0.75,983.23
"2013-10-24","Ohio",4.35,0.29,10.95,0.68,990.59
"2013-10-25","Ohio",4.37,0.3,12.37,0.8,997.8
"2013-10-26","Ohio",6.35,0.33,10.18,2.41,989.37
"2013-10-27","Ohio",7.24,0.37,13.33,1.28,988.73
"2013-10-28","Ohio",8.06,0.52,19.99,1.98,993.18
"2013-10-29","Ohio",8.76,0.49,22.22,1.92,995.97
"2013-10-30","Ohio",13.48,0.49,19.51,1.75,990.54
"2013-10-31","Ohio",17.66,0.31,7.59,1.44,977.7
"2013-11-01","Ohio",14.38,0.3,7.75,1.56,975.29
"2013-11-02","Ohio",9.73,0.24,5.74,1.06,982.7
"2013-11-03","Ohio",6.75,0.29,7.39,0.93,995.11
"2013-11-04","Ohio",6.3,0.32,12.84,1.88,998.32
"2013-11-05","Ohio",11.08,0.38,16.22,2.81,1002.02
"2013-11-06","Ohio",14.01,0.31,10.56,2.71,993.6
"2013-11-07","Ohio",7.83,0.29,8.71,1.37,995.71
"2013-11-08","Ohio",4.24,0.32,13.61,2.36,999.77
"2013-11-09","Ohio",8.04,0.29,10.08,2.44,995.06
"2013-11-10","Ohio",7.87,0.25,7.36,1.83,998.44
"2013-11-11","Ohio",6.36,0.31,14.32,2.62,996.85
"2013-11-12","Ohio",-0.14,0.3,7.39,0.89,1005.96
"2013-11-13","Ohio",-0.39,0.31,12.28,1.56,1008.34
"2013-11-14","Ohio",3.79,0.31,14.69,3.28,1000
"2013-11-15","Ohio",8.67,0.34,15.9,2.89,995.79
"2013-11-16","Ohio",10.91,0.34,10.19,1.57,992.83
"2013-11-17","Ohio",14.89,0.27,4.64,0.86,983.67
"2013-11-18","Ohio",9.37,0.29,5.92,1.78,990.29
"2013-11-19","Ohio",2.45,0.36,12.61,0.88,1000
"2013-11-20","Ohio",3.91,0.37,16.48,2.02,999.79
"2013-11-21","Ohio",8.4,0.48,15.85,2.28,999.33
"2013-11-22","Ohio",9.89,0.54,11.24,1.36,997.88
"2013-11-23","Ohio",0.36,0.3,6.22,1.27,1002.9
"2013-11-24","Ohio",-5.72,0.39,7.08,1.08,1009.31
"2013-11-25","Ohio",-1.28,0.41,13.61,2.42,1001.42
"2013-11-26","Ohio",0.98,0.51,16.51,1.02,991
"2013-11-27","Ohio",-1.61,0.4,7.52,1.06,992.12
"2013-11-28","Ohio",-3.06,0.36,10.03,2.2,1002.46
"2013-11-29","Ohio",-0.85,0.44,16.19,2.01,1008.48
"2013-11-30","Ohio",0.67,0.4,14.73,3.22,1001.85
"2013-12-01","Ohio",4.91,0.43,17.51,3.26,993.04
"2013-12-02","Ohio",5.59,0.55,18.08,2.57,985.5
"2013-12-03","Ohio",6.6,0.53,17.62,1.97,984.77
"2013-12-04","Ohio",10.47,0.42,14.89,2.06,984.65
"2013-12-05","Ohio",12.28,0.36,8.95,2.5,988.23
"2013-12-06","Ohio",0.77,0.39,10.81,0.97,996.71
"2013-12-07","Ohio",-2.93,0.28,11.1,1.59,1007.21
"2013-12-08","Ohio",-3.03,0.28,11.31,1.97,998.06
"2013-12-09","Ohio",1.22,0.33,11.26,1.5,994.56
"2013-12-10","Ohio",-2.47,0.35,10.98,1.99,997.4
"2013-12-11","Ohio",-2.8,0.39,15.8,2.72,1002.6
"2013-12-12","Ohio",-6.15,0.38,14.83,3,1005.58
"2013-12-13","Ohio",-0.99,0.47,23.23,4.96,998.67
"2013-12-14","Ohio",2.16,0.38,17.84,1.38,986.85
"2013-12-15","Ohio",-0.54,0.33,7.55,1.6,990.81
"2013-12-16","Ohio",-1.97,0.39,17.33,1.74,992.75
"2013-12-17","Ohio",0.67,0.37,13.99,1.86,991.75
"2013-12-18","Ohio",-0.59,0.32,13.79,1.75,996.52
"2013-12-19","Ohio",6.42,0.35,20.09,4,992.6
"2013-12-20","Ohio",11.57,0.36,9.83,2.16,988.38
"2013-12-21","Ohio",15.93,0.28,7.47,1.15,982.38
"2013-12-22","Ohio",14.88,0.28,5.62,1.24,984.85
"2013-12-23","Ohio",3.49,0.25,5.72,0.97,999
"2013-12-24","Ohio",-4.24,0.24,7.45,1.06,1005.67
"2013-12-25","Ohio",-3.3,0.27,8.33,1.97,1001.81
"2013-12-26","Ohio",1.64,0.25,9.35,1.21,1000.29
"2013-12-27","Ohio",3.43,0.26,14.16,2.99,1002.06
"2013-12-28","Ohio",6.79,0.26,11.6,4,997.27
"2013-12-29","Ohio",5.99,0.28,10.23,1.78,986.94
"2013-12-30","Ohio",-0.96,0.25,8.92,0.83,995.6
"2013-12-31","Ohio",-1.99,0.26,9.58,1.69,999.58
"2013-01-01","Maine",-4.49,0.21,4.45,1.05,998.33
"2013-01-02","Maine",-12.07,0.18,5.58,1.14,1004.67
"2013-01-03","Maine",-12.56,0.21,8.56,1.63,1008.54
"2013-01-04","Maine",-3.36,0.23,13.12,2.13,1001.12
"2013-01-05","Maine",-2.06,0.23,7.69,1.29,1008.88
"2013-01-06","Maine",-3.14,0.25,13.14,2.77,1008
"2013-01-07","Maine",-5.82,0.29,12.84,1.53,1015.04
"2013-01-08","Maine",1.17,0.34,16.34,1.83,1016.75
"2013-01-09","Maine",1.92,0.39,21.47,3.5,1014
"2013-01-10","Maine",2.59,0.22,4.7,0.92,1016.04
"2013-01-11","Maine",-0.39,0.25,14.42,1.32,1021.33
"2013-01-12","Maine",3.76,0.28,10.56,1.07,1013.67
"2013-01-13","Maine",5.66,0.23,7.64,0.76,1010.29
"2013-01-14","Maine",6.98,0.22,5.31,0.63,1008.04
"2013-01-15","Maine",0.58,0.23,10.45,1.5,1016.58
"2013-01-16","Maine",-0.5,0.21,7.56,1.16,1007.33
"2013-01-17","Maine",-1.63,0.22,6.3,1.04,1004.75
"2013-01-18","Maine",-10.81,0.2,6.99,1.73,1016.62
"2013-01-19","Maine",0.07,0.22,11.48,2.71,1010.04
"2013-01-20","Maine",3.98,0.22,5.24,1.56,996.21
"2013-01-21","Maine",-7.05,0.19,3.04,1.22,1005.42
"2013-01-22","Maine",-10.68,0.22,6.32,1.35,1002.17
"2013-01-23","Maine",-16.69,0.21,3.92,1.65,1009.5
"2013-01-24","Maine",-16.14,0.2,4.32,1.64,1008.54
"2013-01-25","Maine",-12.01,0.21,7.16,1.88,1012.29
"2013-01-26","Maine",-10.72,0.21,3.61,1.4,1008.62
"2013-01-27","Maine",-9.54,0.21,3.75,1.38,1017.58
"2013-01-28","Maine",-7.62,0.25,12.84,2.89,1016.46
"2013-01-29","Maine",-2.33,0.32,14.74,2.32,1012.33
"2013-01-30","Maine",5.87,0.25,6.48,1.17,1000.79
"2013-01-31","Maine",5.9,0.21,1.73,0.64,980.75
"2013-02-01","Maine",-4.57,0.21,2.12,0.7,998.58
"2013-02-02","Maine",-7.76,0.2,5.22,1.43,1011
"2013-02-03","Maine",-5.04,0.2,4.19,1.34,1003.21
"2013-02-04","Maine",-5.99,0.21,2.95,1.14,997.62
"2013-02-05","Maine",-8.69,0.22,7.12,1.56,1006.12
"2013-02-06","Maine",-4.21,0.24,6.78,2.09,1007.83
"2013-02-07","Maine",-10.92,0.23,5.27,1.48,1022.83
"2013-02-08","Maine",-10.39,0.22,4.4,1.36,1016.29
"2013-02-09","Maine",-9.99,0.21,1.52,1.26,1000.88
"2013-02-10","Maine",-5.08,0.35,11.64,1.93,1017.46
"2013-02-11","Maine",-0.06,0.53,23.64,4.17,1006.62
"2013-02-12","Maine",2.08,0.34,8.52,1.2,995.29
"2013-02-13","Maine",1.02,0.35,9.94,1.42,1000.12
"2013-02-14","Maine",0.8,0.36,10.63,1.67,1003.25
"2013-02-15","Maine",2.59,0.43,17.66,2.28,1005.58
"2013-02-16","Maine",0.66,0.37,7.68,1.24,1003.38
"2013-02-17","Maine",-6.03,0.3,1.4,1.23,987
"2013-02-18","Maine",-6.18,0.27,2.78,1.58,1000.25
"2013-02-19","Maine",-0.53,0.36,6.16,2,1006.12
"2013-02-20","Maine",1.16,0.39,3.26,1.36,992
"2013-02-21","Maine",-3.09,0.39,2.72,1.49,1001.08
"2013-02-22","Maine",-0.66,0.36,10.12,2.05,1018.29
"2013-02-23","Maine",-0.64,0.23,6.71,2.07,1014
"2013-02-24","Maine",-1.21,0.21,3.37,1.6,1002.08
"2013-02-25","Maine",-1.19,0.21,11.87,2.02,1010.58
"2013-02-26","Maine",1.49,0.26,13.67,0.94,1018.29
"2013-02-27","Maine",1.41,0.24,5.63,0.63,1006.67
"2013-02-28","Maine",2.18,0.21,5.05,0.49,993.17
"2013-03-01","Maine",-0.06,0.21,4.42,0.39,994.25
"2013-03-02","Maine",0.68,0.22,3.03,0.44,995.33
"2013-03-03","Maine",1.56,0.22,2.72,0.64,993.25
"2013-03-04","Maine",0.07,0.22,2.76,0.55,992.79
"2013-03-05","Maine",2.12,0.21,3.53,0.52,1005.04
"2013-03-06","Maine",0.84,0.19,2.53,0.37,1013.67
"2013-03-07","Maine",0.21,0.2,2.47,0.46,1011.33
"2013-03-08","Maine",1.44,0.19,2.27,0.68,1009.62
"2013-03-09","Maine",0.71,0.22,6.17,0.79,1016.79
"2013-03-10","Maine",-0.16,0.22,5.11,0.83,1020.21
"2013-03-11","Maine",2.99,0.21,3.61,0.9,1015.17
"2013-03-12","Maine",6.1,0.21,2.46,0.82,1007.33
"2013-03-13","Maine",5.32,0.22,4.5,0.87,998
"2013-03-14","Maine",-0.07,0.21,3.95,0.8,997.42
"2013-03-15","Maine",-3.62,0.2,3.75,0.77,997.5
"2013-03-16","Maine",-2.08,0.2,2.43,0.75,1000.21
"2013-03-17","Maine",-4.48,0.2,2.43,0.82,1009.21
"2013-03-18","Maine",-4.33,0.2,5.3,1.38,1019.54
"2013-03-19","Maine",-2.77,0.22,4.38,0.8,1004.96
"2013-03-20","Maine",-2.86,0.23,4.38,0.79,996.46
"2013-03-21","Maine",-0.97,0.23,7.43,0.82,997.29
"2013-03-22","Maine",-0.79,0.23,6.82,1.28,995.17
"2013-03-23","Maine",0,0.22,2.02,0.91,994.38
"2013-03-24","Maine",2.53,0.22,3.32,0.96,999.29
"2013-03-25","Maine",1.85,0.22,5.57,0.84,996.67
"2013-03-26","Maine",3.4,0.22,3.55,0.78,996
"2013-03-27","Maine",2.64,0.22,4.62,0.91,1000.08
"2013-03-28","Maine",4.63,0.22,5.15,0.68,1005.42
"2013-03-29","Maine",6.28,0.22,5.61,0.93,1007.5
"2013-03-30","Maine",5.36,0.21,5.99,0.95,1009.08
"2013-03-31","Maine",5.12,0.22,7.02,1.33,1008.88
"2013-04-01","Maine",4.54,0.22,2.72,0.67,994.88
"2013-04-02","Maine",-0.52,0.19,1.8,0.8,1000.42
"2013-04-03","Maine",0.74,0.18,1.55,0.83,1004.04
"2013-04-04","Maine",2.86,0.18,3.09,0.9,1011.25
"2013-04-05","Maine",4.89,0.22,5.25,0.81,1001.21
"2013-04-06","Maine",0.37,0.21,4,0.91,1012.67
"2013-04-07","Maine",3.02,0.23,3.87,0.91,1013
"2013-04-08","Maine",8.01,0.22,5.36,0.7,1009.17
"2013-04-09","Maine",5.27,0.25,6.58,0.61,1007.38
"2013-04-10","Maine",5.74,0.26,5.38,0.71,1006.25
"2013-04-11","Maine",4.12,0.2,3.83,0.69,1008.54
"2013-04-12","Maine",0.3,0.19,3.11,0.67,1010.96
"2013-04-13","Maine",1.53,0.21,2.47,0.6,1002.92
"2013-04-14","Maine",4.13,0.21,3.19,0.72,1008.08
"2013-04-15","Maine",3.25,0.2,3.98,0.76,1019.83
"2013-04-16","Maine",5,0.21,2.55,0.55,1015.54
"2013-04-17","Maine",8.77,0.19,3.35,0.82,1014.71
"2013-04-18","Maine",4.62,0.18,5.17,1.02,1019.96
"2013-04-19","Maine",9.64,0.14,1.57,0.4,1004
"2013-04-20","Maine",8.49,0.14,1.46,0.4,1002.83
"2013-04-21","Maine",3.81,0.15,3.03,0.7,1024.83
"2013-04-22","Maine",3.17,0.14,4.12,0.94,1032.67
"2013-04-23","Maine",2.67,0.17,4.18,0.83,1022.46
"2013-04-24","Maine",7.16,0.18,2.65,0.57,1004.92
"2013-04-25","Maine",9.27,0.18,3.71,0.77,1009.83
"2013-04-26","Maine",6.66,0.14,4.83,0.97,1021.92
"2013-04-27","Maine",7.62,0.14,5.36,1.04,1021
"2013-04-28","Maine",9.78,0.18,5.05,1.03,1018.67
"2013-04-29","Maine",10.52,0.24,6.75,0.91,1017.21
"2013-04-30","Maine",11.21,0.31,6.86,0.67,1019.5
"2013-05-01","Maine",11.35,0.32,8.34,0.94,1023.58
"2013-05-02","Maine",8.91,0.29,6.3,0.75,1024.04
"2013-05-03","Maine",8.17,0.25,3.29,0.48,1024.42
"2013-05-04","Maine",6.37,0.29,3.09,0.48,1020.71
"2013-05-05","Maine",7.63,0.26,3.14,0.35,1018.62
"2013-05-06","Maine",8.27,0.23,3.31,0.3,1016.42
"2013-05-07","Maine",11.48,0.2,3.26,0.39,1014.12
"2013-05-08","Maine",13.66,0.24,4.33,0.55,1015.38
"2013-05-09","Maine",11.13,0.22,3.15,0.36,1008.17
"2013-05-10","Maine",12.72,0.18,2.92,0.31,1006.67
"2013-05-11","Maine",11.21,0.19,1.82,0.34,1001.04
"2013-05-12","Maine",11.26,0.18,1.88,0.22,996
"2013-05-13","Maine",7.62,0.17,1.9,0.19,1005.17
"2013-05-14","Maine",7.36,0.17,3.52,0.43,1008
"2013-05-15","Maine",8.47,0.18,3.02,0.48,1004.54
"2013-05-16","Maine",13.51,0.2,3.77,0.3,997.08
"2013-05-17","Maine",10.48,0.21,4.24,0.39,1009.38
"2013-05-18","Maine",7.87,0.19,3.23,0.36,1018.67
"2013-05-19","Maine",8.32,0.17,1.44,0.19,1019.33
"2013-05-20","Maine",10.38,0.2,3.3,0.28,1009.62
"2013-05-21","Maine",8.12,0.24,2.83,0.26,1008.71
"2013-05-22","Maine",8.09,0.18,2.91,0.11,1007.29
"2013-05-23","Maine",11.72,0.14,2.41,0.13,1004.54
"2013-05-24","Maine",11.97,0.14,1.7,0.14,999.96
"2013-05-25","Maine",8.2,0.11,0.68,0.08,998.38
"2013-05-26","Maine",7.23,0.11,0.71,0.23,1001.12
"2013-05-27","Maine",9.99,0.11,3.07,0.48,1011.5
"2013-05-28","Maine",12.7,0.11,4.41,0.74,1016.21
"2013-05-29","Maine",10.53,0.13,4.37,0.5,1012.21
"2013-05-30","Maine",18.02,0.16,5.72,0.5,1009.67
"2013-05-31","Maine",22.31,0.16,5.19,0.9,1009.08
"2013-06-01","Maine",22.41,0.15,4.02,1.15,1005.38
"2013-06-02","Maine",19.07,0.14,1.95,0.73,1001.92
"2013-06-03","Maine",15.14,0.11,2.95,0.23,1001.33
"2013-06-04","Maine",13.83,0.11,2.2,0.22,1005.92
"2013-06-05","Maine",12.6,0.11,3.08,0.24,1013.58
"2013-06-06","Maine",13.67,0.11,3.62,0.54,1015.21
"2013-06-07","Maine",11.26,0.12,2.22,0.25,1011.33
"2013-06-08","Maine",12.39,0.11,1.11,0.19,1002.71
"2013-06-09","Maine",13.84,0.11,1.43,0.48,1011.58
"2013-06-10","Maine",14.13,0.11,1.9,0.36,1014.67
"2013-06-11","Maine",9.99,0.13,2.72,0.27,1001.12
"2013-06-12","Maine",11.71,0.11,2.01,0.23,996.46
"2013-06-13","Maine",12.74,0.11,2.99,0.19,1001
"2013-06-14","Maine",12.88,0.12,3.09,0.21,999
"2013-06-15","Maine",16.23,0.11,2.38,0.43,1004.17
"2013-06-16","Maine",16.26,0.12,3.49,0.51,1002.83
"2013-06-17","Maine",15.87,0.15,3.85,0.24,1002.62
"2013-06-18","Maine",14.8,0.12,3.88,0.34,1006.54
"2013-06-19","Maine",15.98,0.13,3.77,0.59,1009.5
"2013-06-20","Maine",16.76,0.12,3.35,0.71,1016.5
"2013-06-21","Maine",17.64,0.12,5.74,0.79,1016.46
"2013-06-22","Maine",19.36,0.15,6.03,0.96,1014.92
"2013-06-23","Maine",18.35,0.17,3.07,0.61,1011.79
"2013-06-24","Maine",23.02,0.18,2.58,0.58,1006.25
"2013-06-25","Maine",22.28,0.15,3.58,0.69,1002.38
"2013-06-26","Maine",16.84,0.13,3.04,0.51,1002.33
"2013-06-27","Maine",12.12,0.11,2.19,0.37,1003.83
"2013-06-28","Maine",14.21,0.11,3.25,0.4,997.38
"2013-06-29","Maine",16.32,0.11,1.37,0.43,995.92
"2013-06-30","Maine",17.48,0.12,2.76,0.66,1003.54
"2013-07-01","Maine",18.75,0.18,5,0.77,1009.96
"2013-07-02","Maine",14.26,0.24,3.49,0.61,1014.62
"2013-07-03","Maine",17.32,0.2,3.34,0.67,1014.96
"2013-07-04","Maine",22.87,0.19,3.46,0.61,1013.83
"2013-07-05","Maine",24.14,0.17,3.52,0.75,1012
"2013-07-06","Maine",25.02,0.16,2.02,0.82,1009.67
"2013-07-07","Maine",24.01,0.18,3.23,0.67,1007.96
"2013-07-08","Maine",18.64,0.18,4.53,0.73,1009.38
"2013-07-09","Maine",16.17,0.16,3.33,0.52,1012.71
"2013-07-10","Maine",16.29,0.16,3.68,0.53,1007.08
"2013-07-11","Maine",20.24,0.15,5.17,0.61,1003.83
"2013-07-12","Maine",19.2,0.18,3.56,0.7,1013.75
"2013-07-13","Maine",20.51,0.15,2.5,0.76,1019.58
"2013-07-14","Maine",22.46,0.16,2.1,0.8,1017.88
"2013-07-15","Maine",25.2,0.18,3.25,0.89,1014.54
"2013-07-16","Maine",24.23,0.18,3.99,1,1014.42
"2013-07-17","Maine",21.06,0.2,3.66,0.82,1012.79
"2013-07-18","Maine",21.71,0.14,2.88,0.59,1009
"2013-07-19","Maine",22.73,0.15,2.36,0.52,1002.04
"2013-07-20","Maine",23.29,0.13,1.69,0.49,999.04
"2013-07-21","Maine",18.31,0.11,1.66,0.58,1007.79
"2013-07-22","Maine",18.17,0.11,4.03,1.01,1009.42
"2013-07-23","Maine",17.54,0.12,2.34,0.64,998.12
"2013-07-24","Maine",19.41,0.14,2.8,0.54,999.96
"2013-07-25","Maine",15.44,0.11,2.69,0.43,1012.04
"2013-07-26","Maine",17.24,0.12,2.04,0.42,1007.88
"2013-07-27","Maine",18.33,0.12,1.81,0.54,1009.5
"2013-07-28","Maine",17.29,0.15,2.65,0.58,1010
"2013-07-29","Maine",17.52,0.12,3.76,0.48,1010.46
"2013-07-30","Maine",18.39,0.12,4,0.43,1011.21
"2013-07-31","Maine",18.67,0.13,3.33,0.55,1012.17
"2013-08-01","Maine",18.83,0.17,4.5,0.58,1008.17
"2013-08-02","Maine",17.04,0.15,3.38,0.4,1002.96
"2013-08-03","Maine",18.14,0.15,3.13,0.63,1002.04
"2013-08-04","Maine",17.29,0.15,2.03,0.54,1002.42
"2013-08-05","Maine",15.59,0.12,2.97,0.5,1006.5
"2013-08-06","Maine",16.78,0.11,4.5,0.74,1013.12
"2013-08-07","Maine",17.64,0.12,4.35,0.77,1014.96
"2013-08-08","Maine",16.57,0.11,2.04,0.58,1011.25
"2013-08-09","Maine",17.96,0.11,2.1,0.46,1005.12
"2013-08-10","Maine",19.59,0.11,1.91,0.64,1004.88
"2013-08-11","Maine",16.73,0.11,2.42,0.68,1009.92
"2013-08-12","Maine",18.53,0.12,3.82,0.83,1007.67
"2013-08-13","Maine",17.93,0.14,4.45,0.92,1002.46
"2013-08-14","Maine",17.14,0.15,1.93,0.76,999.62
"2013-08-15","Maine",16.37,0.11,3.32,0.86,1009.83
"2013-08-16","Maine",17.42,0.12,4.64,0.78,1013.42
"2013-08-17","Maine",17.95,0.12,3,0.79,1017.75
"2013-08-18","Maine",17.83,0.14,3.69,1.04,1015.88
"2013-08-19","Maine",20.14,0.19,4.8,0.76,1008.17
"2013-08-20","Maine",20.93,0.19,5.08,0.83,1010.83
"2013-08-21","Maine",21.49,0.18,6,0.83,1011.92
"2013-08-22","Maine",21.29,0.19,4.94,0.66,1005.58
"2013-08-23","Maine",18.57,0.12,2.48,0.41,1008.04
"2013-08-24","Maine",16.87,0.1,2.97,0.49,1018.38
"2013-08-25","Maine",17.88,0.12,2.65,0.54,1018.29
"2013-08-26","Maine",17.89,0.18,4.97,0.47,1008.25
"2013-08-27","Maine",20.36,0.19,5.35,0.57,1005.25
"2013-08-28","Maine",18.69,0.18,5.51,0.55,1006.54
"2013-08-29","Maine",14.98,0.1,3.01,0.63,1011.25
"2013-08-30","Maine",16.23,0.13,3.31,0.51,1005.33
"2013-08-31","Maine",19.31,0.17,2.75,0.48,1002.29
"2013-09-01","Maine",19.89,0.17,2.39,0.47,1004.33
"2013-09-02","Maine",16.69,0.12,2.03,0.37,1002.96
"2013-09-03","Maine",18.89,0.14,3.66,0.43,1000.71
"2013-09-04","Maine",18.63,0.15,3.14,0.55,1003.5
"2013-09-05","Maine",13.47,0.11,3.23,0.62,1008.46
"2013-09-06","Maine",12.36,0.11,3.56,0.73,1013.83
"2013-09-07","Maine",15.71,0.13,2.67,0.68,1006.46
"2013-09-08","Maine",13.37,0.13,1.77,0.6,1003.71
"2013-09-09","Maine",11.51,0.11,3.3,0.71,1013.75
"2013-09-10","Maine",14.72,0.12,4.92,0.53,1011.46
"2013-09-11","Maine",20.51,0.19,4.41,0.19,1008.71
"2013-09-12","Maine",18.58,0.17,3.77,0.01,1002.58
"2013-09-13","Maine",16.29,0.12,4.06,0.01,997.38
"2013-09-14","Maine",14.44,0.11,1.47,0,1004.92
"2013-09-15","Maine",12.89,0.11,2.1,0.02,1011.21
"2013-09-16","Maine",11.64,0.11,2.61,0.04,1010.96
"2013-09-17","Maine",9.78,0.1,3.88,0.1,1019.96
"2013-09-18","Maine",13.25,0.11,5.46,0.15,1015.71
"2013-09-19","Maine",15.56,0.12,6.14,0.18,1011.79
"2013-09-20","Maine",15.93,0.15,5.74,0.27,1010.88
"2013-09-21","Maine",13.91,0.14,1.51,0.01,1005.62
"2013-09-22","Maine",14.78,0.11,0.89,0,997.71
"2013-09-23","Maine",8.92,0.1,1.88,0.01,1004.46
"2013-09-24","Maine",8.12,0.11,3.09,0.04,1004.04
"2013-09-25","Maine",10.06,0.11,2.98,0.07,1005.62
"2013-09-26","Maine",11.31,0.11,3.18,0.05,1010.62
"2013-09-27","Maine",14.17,0.13,5.16,0.07,1016
"2013-09-28","Maine",14.54,0.12,4.43,0.31,1019
"2013-09-29","Maine",13.02,0.11,4.04,0.08,1015.79
"2013-09-30","Maine",11.45,0.14,7.31,0.2,1010.58
"2013-10-01","Maine",15.07,0.14,6.77,0.12,1005.29
"2013-10-02","Maine",17.77,0.15,5.69,0.15,1003.54
"2013-10-03","Maine",16.6,0.11,7.55,0.23,1009.62
"2013-10-04","Maine",15.34,0.11,7.17,0.28,1011.29
"2013-10-05","Maine",12.56,0.11,3.53,0.33,1012.88
"2013-10-06","Maine",10.3,0.11,2.05,0.21,1016.12
"2013-10-07","Maine",14.31,0.11,2.46,0.04,1007.33
"2013-10-08","Maine",12.57,0.11,3.93,0.03,1014.21
"2013-10-09","Maine",9.98,0.11,6.37,0.18,1023.08
"2013-10-10","Maine",10.99,0.12,7.39,0.25,1018.12
"2013-10-11","Maine",14.02,0.15,9.18,0.35,1014.17
"2013-10-12","Maine",10.96,0.11,4.38,0.11,1020.29
"2013-10-13","Maine",10.08,0.12,4.07,0.1,1023
"2013-10-14","Maine",10.68,0.11,4.98,0.1,1019.25
"2013-10-15","Maine",12.89,0.13,4.88,0.12,1016.96
"2013-10-16","Maine",12.18,0.12,3.63,0.07,1010.46
"2013-10-17","Maine",12.8,0.13,5.34,0.07,1001.33
"2013-10-18","Maine",13.69,0.15,3.42,0.03,998.38
"2013-10-19","Maine",11.52,0.12,2.87,0.13,1003.58
"2013-10-20","Maine",12.08,0.11,1.95,0.08,1001.08
"2013-10-21","Maine",10.01,0.11,4.66,0.16,1008.79
"2013-10-22","Maine",11.59,0.13,4.83,0.3,1001.38
"2013-10-23","Maine",7.83,0.13,5.98,0.23,996.79
"2013-10-24","Maine",6.57,0.11,3.11,0.23,998.17
"2013-10-25","Maine",4.94,0.11,3.35,0.29,1006.62
"2013-10-26","Maine",5.66,0.11,5.29,0.43,1007.29
"2013-10-27","Maine",7.39,0.14,2.85,0.3,1003
"2013-10-28","Maine",5.69,0.11,3.82,0.3,1011.92
"2013-10-29","Maine",2.65,0.1,7.64,0.54,1020.67
"2013-10-30","Maine",4.1,0.11,9.27,0.86,1015.67
"2013-10-31","Maine",4.77,0.13,9.55,0.96,1005.79
"2013-11-01","Maine",13.32,0.14,2.21,0.08,991.54
"2013-11-02","Maine",11.26,0.12,3.8,0.16,996.21
"2013-11-03","Maine",2.26,0.1,1.38,0.19,1011.29
"2013-11-04","Maine",0.43,0.11,8.17,0.59,1027.71
"2013-11-05","Maine",3.38,0.13,10.3,1.02,1028.62
"2013-11-06","Maine",7.72,0.14,6.97,0.62,1017.33
"2013-11-07","Maine",9.62,0.13,3.23,0.24,1000.17
"2013-11-08","Maine",2.63,0.11,2.76,0.66,1002.92
"2013-11-09","Maine",2.41,0.11,4.48,0.49,1010.21
"2013-11-10","Maine",4.19,0.13,5.41,0.51,1001.04
"2013-11-11","Maine",4.13,0.13,4.69,0.56,1005.04
"2013-11-12","Maine",0.34,0.11,2.73,0.42,1007.08
"2013-11-13","Maine",-2.8,0.11,5.05,0.62,1013
"2013-11-14","Maine",2.92,0.13,8.3,0.72,1008.29
"2013-11-15","Maine",5.96,0.17,15.58,1.55,1011.75
"2013-11-16","Maine",6.24,0.2,13.59,1.76,1017
"2013-11-17","Maine",7.42,0.2,7.2,0.68,1015.21
"2013-11-18","Maine",10.67,0.15,3.77,0.22,995
