"Date","State","Temperature","CO","NO2","SO2","Pressure"
"2013-11-19","Maine",1.96,0.11,2.03,0.26,1004.13
"2013-11-20","Maine",-0.65,0.11,6.75,0.74,1023.08
"2013-11-21","Maine",1.72,0.16,13,1.34,1024.92
"2013-11-22","Maine",2.41,0.18,11.78,1,1010.04
"2013-11-23","Maine",1.43,0.15,3.44,0.33,999.08
"2013-11-24","Maine",-5.67,0.11,1.04,0.33,1000.33
"2013-11-25","Maine",-5.61,0.11,3.54,0.63,1014.5
"2013-11-26","Maine",0.11,0.16,9.11,0.84,1015.75
"2013-11-27","Maine",8.98,0.14,3.44,0.27,990.79
"2013-11-28","Maine",-2.17,0.13,1.39,0.29,1003.5
"2013-11-29","Maine",-6.92,0.11,4.12,0.61,1025.46
"2013-11-30","Maine",-5.45,0.11,6.43,0.92,1029.92
"2013-12-01","Maine",1.51,0.14,7.71,0.95,1014.38
"2013-12-02","Maine",2.41,0.15,5.1,0.3,1005.62
"2013-12-03","Maine",2.48,0.17,6.48,0.32,1003.38
"2013-12-04","Maine",0.59,0.16,9.25,0.58,1008.83
"2013-12-05","Maine",2.99,0.13,10.93,0.98,1011.25
"2013-12-06","Maine",4.69,0.18,8.05,0.58,1006
"2013-12-07","Maine",-1.43,0.12,3.59,0.49,1014.5
"2013-12-08","Maine",-5.14,0.11,5.36,1.06,1024.33
"2013-12-09","Maine",-2.41,0.13,4.59,0.56,1012.58
"2013-12-10","Maine",-1.97,0.16,8.09,0.6,1000.83
"2013-12-11","Maine",-4.92,0.15,5.81,0.76,1009.08
"2013-12-12","Maine",-10.18,0.14,6.17,0.9,1012.25
"2013-12-13","Maine",-9.2,0.15,5.65,0.98,1009.08
"2013-12-14","Maine",-14.36,0.13,4.35,1.16,1024.33
"2013-12-15","Maine",-8.44,0.13,5.31,0.66,996.17
"2013-12-16","Maine",-8.58,0.15,7.99,1.15,1003.54
"2013-12-17","Maine",-13.29,0.16,10.59,1.69,1013.42
"2013-12-18","Maine",-6.57,0.21,10.87,0.97,1003.88
"2013-12-19","Maine",-1.91,0.21,14,1.48,1006.71
"2013-12-20","Maine",2.03,0.18,17.36,2.23,1007.5
"2013-12-21","Maine",1.11,0.19,8.22,0.82,1003.79
"2013-12-22","Maine",-1.56,0.16,2.89,0.42,1005.04
"2013-12-23","Maine",-1.27,0.15,8.38,0.38,1008.42
"2013-12-24","Maine",-5.09,0.17,7.14,0.38,1010.46
"2013-12-25","Maine",-11.57,0.17,7.31,0.78,1021.12
"2013-12-26","Maine",-5.41,0.19,13.73,1.2,1015.88
"2013-12-27","Maine",-5.22,0.23,14.42,1.56,1013
"2013-12-28","Maine",-1.16,0.18,10.88,1.61,1008.33
"2013-12-29","Maine",0.71,0.16,11.25,1.45,1001.88
"2013-12-30","Maine",-6.02,0.15,7.53,0.83,1001.88
"2013-12-31","Maine",-14.53,0.15,13.72,1.75,1010.67
